Date,,0,Region
Mar 2010,Composite,345700,Ontario
Mar 2010,Single_family,372800,Ontario
Mar 2010,One_storey,298000,Ontario
Mar 2010,Two_storey,406800,Ontario
Mar 2010,Townhouse,245800,Ontario
Mar 2010,Apartment,261300,Ontario
Apr 2010,Composite,345700,Ontario
Apr 2010,Single_family,372700,Ontario
Apr 2010,One_storey,298500,Ontario
Apr 2010,Two_storey,406400,Ontario
Apr 2010,Townhouse,247900,Ontario
Apr 2010,Apartment,261300,Ontario
May 2010,Composite,345000,Ontario
May 2010,Single_family,371800,Ontario
May 2010,One_storey,297400,Ontario
May 2010,Two_storey,405800,Ontario
May 2010,Townhouse,248500,Ontario
May 2010,Apartment,260800,Ontario
Jun 2010,Composite,343700,Ontario
Jun 2010,Single_family,370400,Ontario
Jun 2010,One_storey,296200,Ontario
Jun 2010,Two_storey,404200,Ontario
Jun 2010,Townhouse,248800,Ontario
Jun 2010,Apartment,259800,Ontario
Jul 2010,Composite,343100,Ontario
Jul 2010,Single_family,369900,Ontario
Jul 2010,One_storey,296600,Ontario
Jul 2010,Two_storey,403200,Ontario
Jul 2010,Townhouse,247500,Ontario
Jul 2010,Apartment,258900,Ontario
Aug 2010,Composite,343500,Ontario
Aug 2010,Single_family,370800,Ontario
Aug 2010,One_storey,296500,Ontario
Aug 2010,Two_storey,404700,Ontario
Aug 2010,Townhouse,247500,Ontario
Aug 2010,Apartment,256700,Ontario
Sep 2010,Composite,344300,Ontario
Sep 2010,Single_family,371400,Ontario
Sep 2010,One_storey,296700,Ontario
Sep 2010,Two_storey,405300,Ontario
Sep 2010,Townhouse,248700,Ontario
Sep 2010,Apartment,257800,Ontario
Oct 2010,Composite,345100,Ontario
Oct 2010,Single_family,372500,Ontario
Oct 2010,One_storey,297400,Ontario
Oct 2010,Two_storey,406700,Ontario
Oct 2010,Townhouse,249200,Ontario
Oct 2010,Apartment,258300,Ontario
Nov 2010,Composite,347000,Ontario
Nov 2010,Single_family,374700,Ontario
Nov 2010,One_storey,299200,Ontario
Nov 2010,Two_storey,409100,Ontario
Nov 2010,Townhouse,250700,Ontario
Nov 2010,Apartment,259100,Ontario
Dec 2010,Composite,348700,Ontario
Dec 2010,Single_family,376400,Ontario
Dec 2010,One_storey,299900,Ontario
Dec 2010,Two_storey,411300,Ontario
Dec 2010,Townhouse,252100,Ontario
Dec 2010,Apartment,261000,Ontario
Jan 2011,Composite,351400,Ontario
Jan 2011,Single_family,379500,Ontario
Jan 2011,One_storey,302100,Ontario
Jan 2011,Two_storey,414600,Ontario
Jan 2011,Townhouse,252600,Ontario
Jan 2011,Apartment,262800,Ontario
Feb 2011,Composite,353900,Ontario
Feb 2011,Single_family,382300,Ontario
Feb 2011,One_storey,304600,Ontario
Feb 2011,Two_storey,417500,Ontario
Feb 2011,Townhouse,254300,Ontario
Feb 2011,Apartment,265400,Ontario
Mar 2011,Composite,356600,Ontario
Mar 2011,Single_family,385200,Ontario
Mar 2011,One_storey,306000,Ontario
Mar 2011,Two_storey,421000,Ontario
Mar 2011,Townhouse,256000,Ontario
Mar 2011,Apartment,267600,Ontario
Apr 2011,Composite,359000,Ontario
Apr 2011,Single_family,387900,Ontario
Apr 2011,One_storey,308100,Ontario
Apr 2011,Two_storey,424000,Ontario
Apr 2011,Townhouse,256700,Ontario
Apr 2011,Apartment,269300,Ontario
May 2011,Composite,361400,Ontario
May 2011,Single_family,390800,Ontario
May 2011,One_storey,309700,Ontario
May 2011,Two_storey,427500,Ontario
May 2011,Townhouse,257500,Ontario
May 2011,Apartment,270500,Ontario
Jun 2011,Composite,364300,Ontario
Jun 2011,Single_family,394100,Ontario
Jun 2011,One_storey,311800,Ontario
Jun 2011,Two_storey,431200,Ontario
Jun 2011,Townhouse,258000,Ontario
Jun 2011,Apartment,272700,Ontario
Jul 2011,Composite,366800,Ontario
Jul 2011,Single_family,396600,Ontario
Jul 2011,One_storey,313300,Ontario
Jul 2011,Two_storey,434100,Ontario
Jul 2011,Townhouse,261100,Ontario
Jul 2011,Apartment,274800,Ontario
Aug 2011,Composite,369300,Ontario
Aug 2011,Single_family,399200,Ontario
Aug 2011,One_storey,315400,Ontario
Aug 2011,Two_storey,437000,Ontario
Aug 2011,Townhouse,263800,Ontario
Aug 2011,Apartment,276700,Ontario
Sep 2011,Composite,371700,Ontario
Sep 2011,Single_family,402000,Ontario
Sep 2011,One_storey,317100,Ontario
Sep 2011,Two_storey,440300,Ontario
Sep 2011,Townhouse,265300,Ontario
Sep 2011,Apartment,277500,Ontario
Oct 2011,Composite,373800,Ontario
Oct 2011,Single_family,404700,Ontario
Oct 2011,One_storey,319000,Ontario
Oct 2011,Two_storey,443200,Ontario
Oct 2011,Townhouse,265700,Ontario
