Date,,0,Region
Oct 2007,Townhouse,151800,Newfoundland
Oct 2007,Apartment,116600,Newfoundland
Nov 2007,Composite,149000,Newfoundland
Nov 2007,Single_family,149300,Newfoundland
Nov 2007,One_storey,137100,Newfoundland
Nov 2007,Two_storey,166400,Newfoundland
Nov 2007,Townhouse,150900,Newfoundland
Nov 2007,Apartment,118100,Newfoundland
Dec 2007,Composite,150700,Newfoundland
Dec 2007,Single_family,151000,Newfoundland
Dec 2007,One_storey,139200,Newfoundland
Dec 2007,Two_storey,167200,Newfoundland
Dec 2007,Townhouse,149400,Newfoundland
Dec 2007,Apartment,119600,Newfoundland
Jan 2008,Composite,153300,Newfoundland
Jan 2008,Single_family,153500,Newfoundland
Jan 2008,One_storey,141500,Newfoundland
Jan 2008,Two_storey,170300,Newfoundland
Jan 2008,Townhouse,154000,Newfoundland
Jan 2008,Apartment,122800,Newfoundland
Feb 2008,Composite,156100,Newfoundland
Feb 2008,Single_family,156300,Newfoundland
Feb 2008,One_storey,144100,Newfoundland
Feb 2008,Two_storey,173400,Newfoundland
Feb 2008,Townhouse,157500,Newfoundland
Feb 2008,Apartment,125800,Newfoundland
Mar 2008,Composite,159100,Newfoundland
Mar 2008,Single_family,159300,Newfoundland
Mar 2008,One_storey,146600,Newfoundland
Mar 2008,Two_storey,177200,Newfoundland
Mar 2008,Townhouse,161700,Newfoundland
Mar 2008,Apartment,125800,Newfoundland
Apr 2008,Composite,162200,Newfoundland
Apr 2008,Single_family,162400,Newfoundland
Apr 2008,One_storey,149300,Newfoundland
Apr 2008,Two_storey,181200,Newfoundland
Apr 2008,Townhouse,165300,Newfoundland
Apr 2008,Apartment,132000,Newfoundland
May 2008,Composite,165400,Newfoundland
May 2008,Single_family,165700,Newfoundland
May 2008,One_storey,151700,Newfoundland
May 2008,Two_storey,185500,Newfoundland
May 2008,Townhouse,170000,Newfoundland
May 2008,Apartment,133800,Newfoundland
Jun 2008,Composite,168200,Newfoundland
Jun 2008,Single_family,168500,Newfoundland
Jun 2008,One_storey,154500,Newfoundland
Jun 2008,Two_storey,188500,Newfoundland
Jun 2008,Townhouse,171500,Newfoundland
Jun 2008,Apartment,136900,Newfoundland
Jul 2008,Composite,172000,Newfoundland
Jul 2008,Single_family,172300,Newfoundland
Jul 2008,One_storey,158200,Newfoundland
Jul 2008,Two_storey,192600,Newfoundland
Jul 2008,Townhouse,173200,Newfoundland
Jul 2008,Apartment,139200,Newfoundland
Aug 2008,Composite,175600,Newfoundland
Aug 2008,Single_family,176100,Newfoundland
Aug 2008,One_storey,162300,Newfoundland
Aug 2008,Two_storey,195800,Newfoundland
