,Date,Features,0,Region
1929,Jan 2014,Two_storey,356300,Quebec
1930,Jan 2014,Townhouse,292800,Quebec
1931,Jan 2014,Apartment,225300,Quebec
1932,Feb 2014,Composite,273200,Quebec
1933,Feb 2014,Single_family,295000,Quebec
1934,Feb 2014,One_storey,243400,Quebec
1935,Feb 2014,Two_storey,357100,Quebec
1936,Feb 2014,Townhouse,299000,Quebec
1937,Feb 2014,Apartment,224100,Quebec
1938,Mar 2014,Composite,271900,Quebec
1939,Mar 2014,Single_family,293800,Quebec
1940,Mar 2014,One_storey,241700,Quebec
1941,Mar 2014,Two_storey,356700,Quebec
1942,Mar 2014,Townhouse,303900,Quebec
1943,Mar 2014,Apartment,222700,Quebec
1944,Apr 2014,Composite,273800,Quebec
1945,Apr 2014,Single_family,295700,Quebec
1946,Apr 2014,One_storey,243600,Quebec
1947,Apr 2014,Two_storey,358100,Quebec
1948,Apr 2014,Townhouse,305200,Quebec
1949,Apr 2014,Apartment,224200,Quebec
1950,May 2014,Composite,272700,Quebec
1951,May 2014,Single_family,295000,Quebec
1952,May 2014,One_storey,242100,Quebec
1953,May 2014,Two_storey,358500,Quebec
1954,May 2014,Townhouse,299900,Quebec
1955,May 2014,Apartment,222700,Quebec
1956,Jun 2014,Composite,273400,Quebec
1957,Jun 2014,Single_family,295500,Quebec
1958,Jun 2014,One_storey,242500,Quebec
1959,Jun 2014,Two_storey,359000,Quebec
1960,Jun 2014,Townhouse,297300,Quebec
1961,Jun 2014,Apartment,224200,Quebec
1962,Jul 2014,Composite,272900,Quebec
1963,Jul 2014,Single_family,294700,Quebec
1964,Jul 2014,One_storey,242000,Quebec
1965,Jul 2014,Two_storey,357900,Quebec
1966,Jul 2014,Townhouse,297900,Quebec
1967,Jul 2014,Apartment,224000,Quebec
1968,Aug 2014,Composite,273600,Quebec
1969,Aug 2014,Single_family,295500,Quebec
1970,Aug 2014,One_storey,241900,Quebec
1971,Aug 2014,Two_storey,360200,Quebec
1972,Aug 2014,Townhouse,307500,Quebec
1973,Aug 2014,Apartment,223600,Quebec
1974,Sep 2014,Composite,274800,Quebec
1975,Sep 2014,Single_family,296100,Quebec
1976,Sep 2014,One_storey,241000,Quebec
1977,Sep 2014,Two_storey,362600,Quebec
1978,Sep 2014,Townhouse,301500,Quebec
1979,Sep 2014,Apartment,226700,Quebec
1980,Oct 2014,Composite,274700,Quebec
1981,Oct 2014,Single_family,296600,Quebec
1982,Oct 2014,One_storey,242100,Quebec
1983,Oct 2014,Two_storey,362200,Quebec
1984,Oct 2014,Townhouse,308800,Quebec
1985,Oct 2014,Apartment,225100,Quebec
1986,Nov 2014,Composite,276500,Quebec
1987,Nov 2014,Single_family,298300,Quebec
1988,Nov 2014,One_storey,243800,Quebec
1989,Nov 2014,Two_storey,363800,Quebec
1990,Nov 2014,Townhouse,300400,Quebec
1991,Nov 2014,Apartment,227500,Quebec
1992,Dec 2014,Composite,275700,Quebec
1993,Dec 2014,Single_family,297600,Quebec
1994,Dec 2014,One_storey,242700,Quebec
1995,Dec 2014,Two_storey,363700,Quebec
1996,Dec 2014,Townhouse,298800,Quebec
1997,Dec 2014,Apartment,225700,Quebec
1998,Jan 2015,Composite,274800,Quebec
1999,Jan 2015,Single_family,296200,Quebec
2000,Jan 2015,One_storey,242300,Quebec
2001,Jan 2015,Two_storey,360700,Quebec
2002,Jan 2015,Townhouse,297600,Quebec
2003,Jan 2015,Apartment,226000,Quebec
2004,Feb 2015,Composite,276500,Quebec
2005,Feb 2015,Single_family,297900,Quebec
2006,Feb 2015,One_storey,243200,Quebec
2007,Feb 2015,Two_storey,364300,Quebec
2008,Feb 2015,Townhouse,301800,Quebec
2009,Feb 2015,Apartment,226900,Quebec
2010,Mar 2015,Composite,278000,Quebec
2011,Mar 2015,Single_family,300600,Quebec
2012,Mar 2015,One_storey,244800,Quebec
2013,Mar 2015,Two_storey,368100,Quebec
2014,Mar 2015,Townhouse,304700,Quebec
2015,Mar 2015,Apartment,226300,Quebec
2016,Apr 2015,Composite,278200,Quebec
2017,Apr 2015,Single_family,299600,Quebec
2018,Apr 2015,One_storey,243900,Quebec
2019,Apr 2015,Two_storey,366800,Quebec
2020,Apr 2015,Townhouse,304400,Quebec
2021,Apr 2015,Apartment,228600,Quebec
2022,May 2015,Composite,279400,Quebec
2023,May 2015,Single_family,301500,Quebec
2024,May 2015,One_storey,245200,Quebec
2025,May 2015,Two_storey,369600,Quebec
2026,May 2015,Townhouse,309300,Quebec
2027,May 2015,Apartment,228000,Quebec
2028,Jun 2015,Composite,280000,Quebec
2029,Jun 2015,Single_family,302100,Quebec
2030,Jun 2015,One_storey,245000,Quebec
2031,Jun 2015,Two_storey,371000,Quebec
2032,Jun 2015,Townhouse,312200,Quebec
2033,Jun 2015,Apartment,228500,Quebec
2034,Jul 2015,Composite,278800,Quebec
2035,Jul 2015,Single_family,299900,Quebec
2036,Jul 2015,One_storey,243200,Quebec
2037,Jul 2015,Two_storey,368300,Quebec
2038,Jul 2015,Townhouse,312000,Quebec
2039,Jul 2015,Apartment,229500,Quebec
2040,Aug 2015,Composite,278500,Quebec
2041,Aug 2015,Single_family,299200,Quebec
2042,Aug 2015,One_storey,244100,Quebec
2043,Aug 2015,Two_storey,365600,Quebec
2044,Aug 2015,Townhouse,305500,Quebec
2045,Aug 2015,Apartment,230200,Quebec
2046,Sep 2015,Composite,280100,Quebec
2047,Sep 2015,Single_family,302300,Quebec
2048,Sep 2015,One_storey,246900,Quebec
2049,Sep 2015,Two_storey,368900,Quebec
2050,Sep 2015,Townhouse,307500,Quebec
2051,Sep 2015,Apartment,229000,Quebec
2052,Oct 2015,Composite,280900,Quebec
2053,Oct 2015,Single_family,303600,Quebec
2054,Oct 2015,One_storey,248200,Quebec
2055,Oct 2015,Two_storey,370200,Quebec
2056,Oct 2015,Townhouse,307600,Quebec
2057,Oct 2015,Apartment,229400,Quebec
2058,Nov 2015,Composite,281400,Quebec
2059,Nov 2015,Single_family,304100,Quebec
2060,Nov 2015,One_storey,247900,Quebec
2061,Nov 2015,Two_storey,371900,Quebec
2062,Nov 2015,Townhouse,306600,Quebec
2063,Nov 2015,Apartment,229500,Quebec
2064,Dec 2015,Composite,281700,Quebec
2065,Dec 2015,Single_family,304800,Quebec
2066,Dec 2015,One_storey,248600,Quebec
2067,Dec 2015,Two_storey,372900,Quebec
2068,Dec 2015,Townhouse,309400,Quebec
2069,Dec 2015,Apartment,227500,Quebec
2070,Jan 2016,Composite,282700,Quebec
2071,Jan 2016,Single_family,305400,Quebec
2072,Jan 2016,One_storey,249300,Quebec
2073,Jan 2016,Two_storey,372600,Quebec
2074,Jan 2016,Townhouse,314200,Quebec
2075,Jan 2016,Apartment,228700,Quebec
2076,Feb 2016,Composite,283200,Quebec
2077,Feb 2016,Single_family,305900,Quebec
2078,Feb 2016,One_storey,249700,Quebec
2079,Feb 2016,Two_storey,373800,Quebec
2080,Feb 2016,Townhouse,311000,Quebec
2081,Feb 2016,Apartment,229200,Quebec
2082,Mar 2016,Composite,283800,Quebec
2083,Mar 2016,Single_family,306800,Quebec
2084,Mar 2016,One_storey,249700,Quebec
2085,Mar 2016,Two_storey,375400,Quebec
2086,Mar 2016,Townhouse,317500,Quebec
2087,Mar 2016,Apartment,229400,Quebec
2088,Apr 2016,Composite,284700,Quebec
2089,Apr 2016,Single_family,309100,Quebec
2090,Apr 2016,One_storey,251500,Quebec
2091,Apr 2016,Two_storey,378200,Quebec
2092,Apr 2016,Townhouse,317600,Quebec
2093,Apr 2016,Apartment,227200,Quebec
2094,May 2016,Composite,286000,Quebec
2095,May 2016,Single_family,309300,Quebec
2096,May 2016,One_storey,251900,Quebec
2097,May 2016,Two_storey,377800,Quebec
2098,May 2016,Townhouse,319800,Quebec
2099,May 2016,Apartment,231100,Quebec
2100,Jun 2016,Composite,288000,Quebec
2101,Jun 2016,Single_family,310900,Quebec
2102,Jun 2016,One_storey,252200,Quebec
2103,Jun 2016,Two_storey,380700,Quebec
2104,Jun 2016,Townhouse,330100,Quebec
2105,Jun 2016,Apartment,233600,Quebec
2106,Jul 2016,Composite,288800,Quebec
2107,Jul 2016,Single_family,312400,Quebec
2108,Jul 2016,One_storey,254500,Quebec
2109,Jul 2016,Two_storey,381200,Quebec
2110,Jul 2016,Townhouse,327900,Quebec
2111,Jul 2016,Apartment,233200,Quebec
2112,Aug 2016,Composite,288100,Quebec
2113,Aug 2016,Single_family,312800,Quebec
2114,Aug 2016,One_storey,253700,Quebec
2115,Aug 2016,Two_storey,383200,Quebec
2116,Aug 2016,Townhouse,327600,Quebec
2117,Aug 2016,Apartment,229700,Quebec
2118,Sep 2016,Composite,289900,Quebec
2119,Sep 2016,Single_family,314700,Quebec
2120,Sep 2016,One_storey,254300,Quebec
2121,Sep 2016,Two_storey,386800,Quebec
2122,Sep 2016,Townhouse,318200,Quebec
2123,Sep 2016,Apartment,233000,Quebec
2124,Oct 2016,Composite,291400,Quebec
2125,Oct 2016,Single_family,315600,Quebec
2126,Oct 2016,One_storey,254800,Quebec
2127,Oct 2016,Two_storey,387800,Quebec
2128,Oct 2016,Townhouse,328800,Quebec
2129,Oct 2016,Apartment,235300,Quebec
2130,Nov 2016,Composite,293100,Quebec
2131,Nov 2016,Single_family,318000,Quebec
2132,Nov 2016,One_storey,256200,Quebec
2133,Nov 2016,Two_storey,390900,Quebec
2134,Nov 2016,Townhouse,329900,Quebec
2135,Nov 2016,Apartment,235200,Quebec
2136,Dec 2016,Composite,296800,Quebec
2137,Dec 2016,Single_family,320500,Quebec
2138,Dec 2016,One_storey,257800,Quebec
2139,Dec 2016,Two_storey,394900,Quebec
2140,Dec 2016,Townhouse,332000,Quebec
2141,Dec 2016,Apartment,239800,Quebec
2142,Jan 2017,Composite,295600,Quebec
2143,Jan 2017,Single_family,322500,Quebec
2144,Jan 2017,One_storey,259800,Quebec
2145,Jan 2017,Two_storey,396300,Quebec
2146,Jan 2017,Townhouse,333600,Quebec
2147,Jan 2017,Apartment,232000,Quebec
2148,Feb 2017,Composite,294500,Quebec
2149,Feb 2017,Single_family,320300,Quebec
2150,Feb 2017,One_storey,258000,Quebec
2151,Feb 2017,Two_storey,394100,Quebec
2152,Feb 2017,Townhouse,334100,Quebec
2153,Feb 2017,Apartment,232700,Quebec
2154,Mar 2017,Composite,297500,Quebec
2155,Mar 2017,Single_family,324700,Quebec
2156,Mar 2017,One_storey,260900,Quebec
2157,Mar 2017,Two_storey,399800,Quebec
2158,Mar 2017,Townhouse,335400,Quebec
2159,Mar 2017,Apartment,233800,Quebec
2160,Apr 2017,Composite,299500,Quebec
2161,Apr 2017,Single_family,326100,Quebec
2162,Apr 2017,One_storey,261400,Quebec
2163,Apr 2017,Two_storey,401600,Quebec
2164,Apr 2017,Townhouse,349800,Quebec
2165,Apr 2017,Apartment,236200,Quebec
2166,May 2017,Composite,301600,Quebec
2167,May 2017,Single_family,328600,Quebec
2168,May 2017,One_storey,263600,Quebec
2169,May 2017,Two_storey,404400,Quebec
2170,May 2017,Townhouse,341300,Quebec
2171,May 2017,Apartment,238800,Quebec
2172,Jun 2017,Composite,302400,Quebec
2173,Jun 2017,Single_family,329700,Quebec
2174,Jun 2017,One_storey,265100,Quebec
2175,Jun 2017,Two_storey,404300,Quebec
2176,Jun 2017,Townhouse,349700,Quebec
2177,Jun 2017,Apartment,239300,Quebec
2178,Jul 2017,Composite,304800,Quebec
2179,Jul 2017,Single_family,332000,Quebec
2180,Jul 2017,One_storey,264200,Quebec
2181,Jul 2017,Two_storey,410000,Quebec
2182,Jul 2017,Townhouse,349800,Quebec
2183,Jul 2017,Apartment,242300,Quebec
2184,Aug 2017,Composite,308700,Quebec
2185,Aug 2017,Single_family,335700,Quebec
2186,Aug 2017,One_storey,267100,Quebec
2187,Aug 2017,Two_storey,414300,Quebec
2188,Aug 2017,Townhouse,352000,Quebec
2189,Aug 2017,Apartment,246400,Quebec
2190,Sep 2017,Composite,307100,Quebec
2191,Sep 2017,Single_family,335500,Quebec
2192,Sep 2017,One_storey,267700,Quebec
2193,Sep 2017,Two_storey,413100,Quebec
2194,Sep 2017,Townhouse,339400,Quebec
2195,Sep 2017,Apartment,244200,Quebec
2196,Oct 2017,Composite,310600,Quebec
2197,Oct 2017,Single_family,339300,Quebec
2198,Oct 2017,One_storey,269300,Quebec
2199,Oct 2017,Two_storey,419100,Quebec
2200,Oct 2017,Townhouse,347100,Quebec
2201,Oct 2017,Apartment,246600,Quebec
2202,Nov 2017,Composite,311500,Quebec
2203,Nov 2017,Single_family,339900,Quebec
2204,Nov 2017,One_storey,270200,Quebec
2205,Nov 2017,Two_storey,419500,Quebec
2206,Nov 2017,Townhouse,342800,Quebec
2207,Nov 2017,Apartment,249100,Quebec
2208,Dec 2017,Composite,313400,Quebec
2209,Dec 2017,Single_family,342700,Quebec
2210,Dec 2017,One_storey,274800,Quebec
2211,Dec 2017,Two_storey,420500,Quebec
2212,Dec 2017,Townhouse,342200,Quebec
2213,Dec 2017,Apartment,248000,Quebec
2214,Jan 2018,Composite,313500,Quebec
2215,Jan 2018,Single_family,340900,Quebec
2216,Jan 2018,One_storey,272300,Quebec
2217,Jan 2018,Two_storey,420600,Quebec
2218,Jan 2018,Townhouse,353500,Quebec
2219,Jan 2018,Apartment,249700,Quebec
2220,Feb 2018,Composite,315000,Quebec
2221,Feb 2018,Single_family,344000,Quebec
2222,Feb 2018,One_storey,273300,Quebec
2223,Feb 2018,Two_storey,426300,Quebec
2224,Feb 2018,Townhouse,359200,Quebec
2225,Feb 2018,Apartment,247600,Quebec
2226,Mar 2018,Composite,314800,Quebec
2227,Mar 2018,Single_family,343400,Quebec
2228,Mar 2018,One_storey,272600,Quebec
2229,Mar 2018,Two_storey,424700,Quebec
2230,Mar 2018,Townhouse,359900,Quebec
2231,Mar 2018,Apartment,251000,Quebec
2232,Apr 2018,Composite,315800,Quebec
2233,Apr 2018,Single_family,345400,Quebec
2234,Apr 2018,One_storey,274200,Quebec
2235,Apr 2018,Two_storey,427200,Quebec
2236,Apr 2018,Townhouse,367900,Quebec
2237,Apr 2018,Apartment,249900,Quebec
2238,May 2018,Composite,318200,Quebec
2239,May 2018,Single_family,347300,Quebec
2240,May 2018,One_storey,274900,Quebec
2241,May 2018,Two_storey,430700,Quebec
2242,May 2018,Townhouse,370200,Quebec
2243,May 2018,Apartment,253800,Quebec
2244,Jun 2018,Composite,318300,Quebec
2245,Jun 2018,Single_family,348100,Quebec
2246,Jun 2018,One_storey,274200,Quebec
2247,Jun 2018,Two_storey,431700,Quebec
2248,Jun 2018,Townhouse,371400,Quebec
2249,Jun 2018,Apartment,253500,Quebec
2250,Jul 2018,Composite,321000,Quebec
2251,Jul 2018,Single_family,352000,Quebec
2252,Jul 2018,One_storey,276500,Quebec
2253,Jul 2018,Two_storey,436800,Quebec
2254,Jul 2018,Townhouse,369000,Quebec
2255,Jul 2018,Apartment,255200,Quebec
2256,Aug 2018,Composite,325100,Quebec
2257,Aug 2018,Single_family,355200,Quebec
2258,Aug 2018,One_storey,279200,Quebec
2259,Aug 2018,Two_storey,439400,Quebec
2260,Aug 2018,Townhouse,370400,Quebec
2261,Aug 2018,Apartment,261400,Quebec
2262,Sep 2018,Composite,326400,Quebec
2263,Sep 2018,Single_family,357800,Quebec
2264,Sep 2018,One_storey,278400,Quebec
2265,Sep 2018,Two_storey,445600,Quebec
2266,Sep 2018,Townhouse,374900,Quebec
2267,Sep 2018,Apartment,260900,Quebec
2268,Oct 2018,Composite,326900,Quebec
2269,Oct 2018,Single_family,359200,Quebec
2270,Oct 2018,One_storey,280600,Quebec
2271,Oct 2018,Two_storey,445200,Quebec
2272,Oct 2018,Townhouse,369200,Quebec
2273,Oct 2018,Apartment,260300,Quebec
2274,Nov 2018,Composite,328900,Quebec
2275,Nov 2018,Single_family,360400,Quebec
2276,Nov 2018,One_storey,282000,Quebec
2277,Nov 2018,Two_storey,445600,Quebec
2278,Nov 2018,Townhouse,376000,Quebec
2279,Nov 2018,Apartment,263900,Quebec
2280,Dec 2018,Composite,329000,Quebec
2281,Dec 2018,Single_family,361000,Quebec
2282,Dec 2018,One_storey,283200,Quebec
2283,Dec 2018,Two_storey,445300,Quebec
2284,Dec 2018,Townhouse,369700,Quebec
2285,Dec 2018,Apartment,262700,Quebec
2286,Jan 2019,Composite,330300,Quebec
2287,Jan 2019,Single_family,360700,Quebec
2288,Jan 2019,One_storey,283200,Quebec
2289,Jan 2019,Two_storey,448000,Quebec
2290,Jan 2019,Townhouse,371800,Quebec
2291,Jan 2019,Apartment,263700,Quebec
2292,Feb 2019,Composite,330400,Quebec
2293,Feb 2019,Single_family,360100,Quebec
2294,Feb 2019,One_storey,282700,Quebec
2295,Feb 2019,Two_storey,445800,Quebec
2296,Feb 2019,Townhouse,366000,Quebec
2297,Feb 2019,Apartment,267400,Quebec
2298,Mar 2019,Composite,328900,Quebec
2299,Mar 2019,Single_family,359900,Quebec
2300,Mar 2019,One_storey,282100,Quebec
2301,Mar 2019,Two_storey,444100,Quebec
2302,Mar 2019,Townhouse,373900,Quebec
2303,Mar 2019,Apartment,265900,Quebec
2304,Apr 2019,Composite,330900,Quebec
2305,Apr 2019,Single_family,362900,Quebec
2306,Apr 2019,One_storey,284800,Quebec
2307,Apr 2019,Two_storey,447000,Quebec
2308,Apr 2019,Townhouse,372400,Quebec
2309,Apr 2019,Apartment,267600,Quebec
2310,May 2019,Composite,332600,Quebec
2311,May 2019,Single_family,365200,Quebec
2312,May 2019,One_storey,285900,Quebec
2313,May 2019,Two_storey,451500,Quebec
2314,May 2019,Townhouse,383800,Quebec
2315,May 2019,Apartment,266800,Quebec
2316,Jun 2019,Composite,336500,Quebec
2317,Jun 2019,Single_family,370100,Quebec
2318,Jun 2019,One_storey,289000,Quebec
2319,Jun 2019,Two_storey,456300,Quebec
2320,Jun 2019,Townhouse,380600,Quebec
2321,Jun 2019,Apartment,271400,Quebec
2322,Jul 2019,Composite,338500,Quebec
2323,Jul 2019,Single_family,373600,Quebec
2324,Jul 2019,One_storey,292000,Quebec
2325,Jul 2019,Two_storey,459200,Quebec
2326,Jul 2019,Townhouse,382400,Quebec
2327,Jul 2019,Apartment,271800,Quebec
2328,Aug 2019,Composite,339800,Quebec
2329,Aug 2019,Single_family,374200,Quebec
2330,Aug 2019,One_storey,291800,Quebec
2331,Aug 2019,Two_storey,458400,Quebec
2332,Aug 2019,Townhouse,388000,Quebec
2333,Aug 2019,Apartment,274900,Quebec
2334,Sep 2019,Composite,347300,Quebec
2335,Sep 2019,Single_family,381800,Quebec
2336,Sep 2019,One_storey,297000,Quebec
2337,Sep 2019,Two_storey,468400,Quebec
2338,Sep 2019,Townhouse,409400,Quebec
2339,Sep 2019,Apartment,280700,Quebec
2340,Oct 2019,Composite,350200,Quebec
2341,Oct 2019,Single_family,385100,Quebec
2342,Oct 2019,One_storey,300500,Quebec
2343,Oct 2019,Two_storey,470800,Quebec
2344,Oct 2019,Townhouse,399800,Quebec
2345,Oct 2019,Apartment,284200,Quebec
2346,Nov 2019,Composite,350900,Quebec
2347,Nov 2019,Single_family,386300,Quebec
2348,Nov 2019,One_storey,301400,Quebec
2349,Nov 2019,Two_storey,471900,Quebec
2350,Nov 2019,Townhouse,402600,Quebec
2351,Nov 2019,Apartment,284200,Quebec
2352,Dec 2019,Composite,353400,Quebec
2353,Dec 2019,Single_family,386300,Quebec
2354,Dec 2019,One_storey,300400,Quebec
2355,Dec 2019,Two_storey,472700,Quebec
2356,Dec 2019,Townhouse,413400,Quebec
2357,Dec 2019,Apartment,290200,Quebec
2358,Jan 2020,Composite,358600,Quebec
2359,Jan 2020,Single_family,389900,Quebec
2360,Jan 2020,One_storey,307300,Quebec
2361,Jan 2020,Two_storey,480200,Quebec
2362,Jan 2020,Townhouse,413600,Quebec
2363,Jan 2020,Apartment,291600,Quebec
2364,Feb 2020,Composite,360200,Quebec
2365,Feb 2020,Single_family,393200,Quebec
2366,Feb 2020,One_storey,309300,Quebec
2367,Feb 2020,Two_storey,482200,Quebec
2368,Feb 2020,Townhouse,403400,Quebec
2369,Feb 2020,Apartment,295000,Quebec
2370,Mar 2020,Composite,361300,Quebec
2371,Mar 2020,Single_family,395400,Quebec
2372,Mar 2020,One_storey,309400,Quebec
2373,Mar 2020,Two_storey,484100,Quebec
2374,Mar 2020,Townhouse,402100,Quebec
2375,Mar 2020,Apartment,298300,Quebec
2376,Apr 2020,Composite,359100,Quebec
2377,Apr 2020,Single_family,392300,Quebec
2378,Apr 2020,One_storey,306100,Quebec
2379,Apr 2020,Two_storey,482000,Quebec
2380,Apr 2020,Townhouse,409400,Quebec
2381,Apr 2020,Apartment,297100,Quebec
2382,May 2020,Composite,358900,Quebec
2383,May 2020,Single_family,392100,Quebec
2384,May 2020,One_storey,308500,Quebec
2385,May 2020,Two_storey,480800,Quebec
2386,May 2020,Townhouse,403300,Quebec
2387,May 2020,Apartment,295800,Quebec
2388,Jun 2020,Composite,364200,Quebec
2389,Jun 2020,Single_family,400000,Quebec
2390,Jun 2020,One_storey,315200,Quebec
2391,Jun 2020,Two_storey,487300,Quebec
2392,Jun 2020,Townhouse,409000,Quebec
2393,Jun 2020,Apartment,298600,Quebec
2394,Jul 2020,Composite,375300,Quebec
2395,Jul 2020,Single_family,416000,Quebec
2396,Jul 2020,One_storey,328500,Quebec
2397,Jul 2020,Two_storey,503100,Quebec
2398,Jul 2020,Townhouse,415200,Quebec
2399,Jul 2020,Apartment,303700,Quebec
2400,Aug 2020,Composite,383700,Quebec
2401,Aug 2020,Single_family,428500,Quebec
2402,Aug 2020,One_storey,336700,Quebec
2403,Aug 2020,Two_storey,516500,Quebec
2404,Aug 2020,Townhouse,424700,Quebec
2405,Aug 2020,Apartment,306100,Quebec
2406,Sep 2020,Composite,389600,Quebec
2407,Sep 2020,Single_family,436400,Quebec
2408,Sep 2020,One_storey,343400,Quebec
2409,Sep 2020,Two_storey,524300,Quebec
2410,Sep 2020,Townhouse,435700,Quebec
2411,Sep 2020,Apartment,307200,Quebec
2412,Oct 2020,Composite,395100,Quebec
2413,Oct 2020,Single_family,444000,Quebec
2414,Oct 2020,One_storey,349300,Quebec
2415,Oct 2020,Two_storey,532800,Quebec
2416,Oct 2020,Townhouse,428600,Quebec
2417,Oct 2020,Apartment,309500,Quebec
2418,Nov 2020,Composite,401400,Quebec
2419,Nov 2020,Single_family,454000,Quebec
2420,Nov 2020,One_storey,357700,Quebec
2421,Nov 2020,Two_storey,544000,Quebec
2422,Nov 2020,Townhouse,424800,Quebec
2423,Nov 2020,Apartment,311000,Quebec
2424,Dec 2020,Composite,406900,Quebec
2425,Dec 2020,Single_family,459600,Quebec
2426,Dec 2020,One_storey,359200,Quebec
2427,Dec 2020,Two_storey,552500,Quebec
2428,Dec 2020,Townhouse,427400,Quebec
2429,Dec 2020,Apartment,317400,Quebec
2430,Jan 2021,Composite,407800,Quebec
2431,Jan 2021,Single_family,456200,Quebec
2432,Jan 2021,One_storey,362800,Quebec
2433,Jan 2021,Two_storey,554600,Quebec
2434,Jan 2021,Townhouse,435200,Quebec
2435,Jan 2021,Apartment,313300,Quebec
2436,Feb 2021,Composite,415200,Quebec
2437,Feb 2021,Single_family,467800,Quebec
2438,Feb 2021,One_storey,374100,Quebec
2439,Feb 2021,Two_storey,561900,Quebec
2440,Feb 2021,Townhouse,455300,Quebec
2441,Feb 2021,Apartment,320200,Quebec
2442,Mar 2021,Composite,428400,Quebec
2443,Mar 2021,Single_family,490400,Quebec
2444,Mar 2021,One_storey,389100,Quebec
2445,Mar 2021,Two_storey,588700,Quebec
2446,Mar 2021,Townhouse,468000,Quebec
2447,Mar 2021,Apartment,324000,Quebec
2448,Apr 2021,Composite,438600,Quebec
2449,Apr 2021,Single_family,502200,Quebec
2450,Apr 2021,One_storey,398400,Quebec
2451,Apr 2021,Two_storey,603700,Quebec
2452,Apr 2021,Townhouse,484200,Quebec
2453,Apr 2021,Apartment,332000,Quebec
2454,May 2021,Composite,445700,Quebec
2455,May 2021,Single_family,509100,Quebec
2456,May 2021,One_storey,406500,Quebec
2457,May 2021,Two_storey,611400,Quebec
2458,May 2021,Townhouse,492500,Quebec
2459,May 2021,Apartment,337300,Quebec
2460,Jun 2021,Composite,450400,Quebec
2461,Jun 2021,Single_family,518500,Quebec
2462,Jun 2021,One_storey,412700,Quebec
2463,Jun 2021,Two_storey,620600,Quebec
2464,Jun 2021,Townhouse,493100,Quebec
2465,Jun 2021,Apartment,338800,Quebec
2466,Jul 2021,Composite,451500,Quebec
2467,Jul 2021,Single_family,521800,Quebec
2468,Jul 2021,One_storey,412200,Quebec
2469,Jul 2021,Two_storey,624100,Quebec
2470,Jul 2021,Townhouse,491500,Quebec
2471,Jul 2021,Apartment,340000,Quebec
2472,Aug 2021,Composite,455500,Quebec
2473,Aug 2021,Single_family,528700,Quebec
2474,Aug 2021,One_storey,417500,Quebec
2475,Aug 2021,Two_storey,628300,Quebec
2476,Aug 2021,Townhouse,496600,Quebec
2477,Aug 2021,Apartment,341900,Quebec
2478,Sep 2021,Composite,460700,Quebec
2479,Sep 2021,Single_family,533900,Quebec
2480,Sep 2021,One_storey,420200,Quebec
2481,Sep 2021,Two_storey,635000,Quebec
2482,Sep 2021,Townhouse,478800,Quebec
2483,Sep 2021,Apartment,346000,Quebec
2484,Oct 2021,Composite,467900,Quebec
2485,Oct 2021,Single_family,541800,Quebec
2486,Oct 2021,One_storey,422700,Quebec
2487,Oct 2021,Two_storey,647300,Quebec
2488,Oct 2021,Townhouse,487800,Quebec
2489,Oct 2021,Apartment,351900,Quebec
2490,Nov 2021,Composite,475100,Quebec
2491,Nov 2021,Single_family,549500,Quebec
2492,Nov 2021,One_storey,429600,Quebec
2493,Nov 2021,Two_storey,656200,Quebec
2494,Nov 2021,Townhouse,518800,Quebec
2495,Nov 2021,Apartment,357100,Quebec
2496,Dec 2021,Composite,482000,Quebec
2497,Dec 2021,Single_family,560900,Quebec
2498,Dec 2021,One_storey,439100,Quebec
2499,Dec 2021,Two_storey,668700,Quebec
2500,Dec 2021,Townhouse,513500,Quebec
2501,Dec 2021,Apartment,359900,Quebec
2502,Jan 2022,Composite,499200,Quebec
2503,Jan 2022,Single_family,571400,Quebec
2504,Jan 2022,One_storey,463800,Quebec
2505,Jan 2022,Two_storey,686300,Quebec
2506,Jan 2022,Townhouse,531400,Quebec
2507,Jan 2022,Apartment,369900,Quebec
2508,Feb 2022,Composite,498100,Quebec
2509,Feb 2022,Single_family,575500,Quebec
2510,Feb 2022,One_storey,458000,Quebec
2511,Feb 2022,Two_storey,693000,Quebec
2512,Feb 2022,Townhouse,540600,Quebec
2513,Feb 2022,Apartment,371700,Quebec
2514,Mar 2022,Composite,500100,Quebec
2515,Mar 2022,Single_family,580600,Quebec
2516,Mar 2022,One_storey,459800,Quebec
2517,Mar 2022,Two_storey,698200,Quebec
2518,Mar 2022,Townhouse,547500,Quebec
2519,Mar 2022,Apartment,376800,Quebec
2520,Apr 2022,Composite,503700,Quebec
2521,Apr 2022,Single_family,584400,Quebec
2522,Apr 2022,One_storey,466800,Quebec
2523,Apr 2022,Two_storey,701200,Quebec
2524,Apr 2022,Townhouse,557000,Quebec
2525,Apr 2022,Apartment,379000,Quebec
2526,May 2022,Composite,510000,Quebec
2527,May 2022,Single_family,590400,Quebec
2528,May 2022,One_storey,472300,Quebec
2529,May 2022,Two_storey,710900,Quebec
2530,May 2022,Townhouse,558700,Quebec
2531,May 2022,Apartment,382800,Quebec
2532,Jun 2022,Composite,504500,Quebec
2533,Jun 2022,Single_family,584100,Quebec
2534,Jun 2022,One_storey,465300,Quebec
2535,Jun 2022,Two_storey,700900,Quebec
2536,Jun 2022,Townhouse,560500,Quebec
